FechaHora,Temperatura
2025-03-02 02:01:54,27.1
2025-03-02 02:06:54,27.1
2025-03-02 02:11:54,26.9
2025-03-02 02:16:55,26.7
2025-03-02 02:21:55,26.5
2025-03-02 02:26:55,26.3
2025-03-02 02:31:55,26.2
2025-03-02 02:36:56,26.2
2025-03-02 02:41:56,26.1
2025-03-02 02:46:56,26.1
2025-03-02 02:51:56,26.1
2025-03-02 02:56:56,26.1
2025-03-02 03:01:57,26.0
2025-03-02 03:06:57,26.0
2025-03-02 03:11:57,26.0
2025-03-02 03:16:57,26.0
2025-03-02 03:21:58,25.9
2025-03-02 03:26:58,25.9
2025-03-02 03:31:58,25.9
2025-03-02 03:36:58,25.9
2025-03-02 03:41:59,25.9
2025-03-02 03:46:59,25.9
2025-03-02 03:51:59,25.9
2025-03-02 03:56:59,25.9
2025-03-02 04:02:00,25.9
2025-03-02 04:07:00,25.8
2025-03-02 04:12:00,25.8
2025-03-02 04:17:00,25.8
2025-03-02 04:22:00,25.8
2025-03-02 04:27:01,25.8
2025-03-02 04:32:01,25.8
2025-03-02 04:37:01,25.8
2025-03-02 04:42:01,25.7
2025-03-02 04:47:02,25.7
2025-03-02 04:52:02,25.7
2025-03-02 04:57:02,25.7
2025-03-02 05:02:02,25.7
2025-03-02 05:07:03,25.7
2025-03-02 05:12:03,25.7
2025-03-02 05:17:03,25.7
2025-03-02 05:22:03,25.7
2025-03-02 05:27:04,25.7
2025-03-02 05:32:04,25.6
2025-03-02 05:37:04,25.6
2025-03-02 05:42:04,25.6
2025-03-02 05:47:04,25.6
2025-03-02 05:52:05,25.6
2025-03-02 05:57:05,25.6
2025-03-02 06:02:05,25.6
2025-03-02 06:07:05,25.6
2025-03-02 06:12:06,25.6
2025-03-02 06:17:06,25.6
2025-03-02 06:22:06,25.6
2025-03-02 06:27:06,25.6
2025-03-02 06:32:07,25.6
2025-03-02 06:37:07,25.7
2025-03-02 06:42:07,25.7
2025-03-02 06:47:07,25.8
2025-03-02 06:52:07,25.8
2025-03-02 06:57:08,25.8
2025-03-02 07:02:08,25.8
2025-03-02 07:07:08,25.8
2025-03-02 07:12:08,25.8
2025-03-02 07:17:09,25.8
2025-03-02 07:22:09,25.9
2025-03-02 07:27:09,25.9
2025-03-02 07:32:09,25.9
2025-03-02 07:37:10,25.9
2025-03-02 07:42:10,25.9
2025-03-02 07:47:10,25.9
2025-03-02 07:52:10,25.9
2025-03-02 07:57:11,25.9
2025-03-02 08:02:11,25.8
2025-03-02 08:07:11,25.8
2025-03-02 08:12:11,25.7
2025-03-02 08:17:11,25.6
2025-03-02 08:22:12,25.6
2025-03-02 08:27:12,25.6
2025-03-02 08:32:12,25.6
2025-03-02 08:37:12,25.6
2025-03-02 08:42:13,25.6
2025-03-02 08:47:13,25.6
2025-03-02 08:52:13,25.6
2025-03-02 08:57:13,25.6
2025-03-02 09:02:14,25.6
2025-03-02 09:07:14,25.7
2025-03-02 09:12:14,25.7
2025-03-02 09:17:14,25.7
2025-03-02 09:22:14,25.6
2025-03-02 09:27:15,25.6
2025-03-02 09:32:15,25.5
2025-03-02 09:37:15,25.5
2025-03-02 09:42:15,25.6
2025-03-02 09:47:16,25.6
2025-03-02 09:52:16,25.7
2025-03-02 09:57:16,25.8
2025-03-02 10:02:16,25.8
2025-03-02 10:07:17,25.9
2025-03-02 10:12:17,25.9
2025-03-02 10:17:17,26.0
2025-03-02 10:22:17,26.1
2025-03-02 10:27:18,26.1
2025-03-02 10:32:18,26.2
2025-03-02 10:37:18,26.3
2025-03-02 10:42:18,26.3
2025-03-02 10:47:18,26.3
2025-03-02 10:52:19,26.4
2025-03-02 10:57:19,26.4
2025-03-02 11:02:19,26.5
2025-03-02 11:07:19,26.5
2025-03-02 11:12:20,26.6
2025-03-02 11:17:20,26.6
2025-03-02 11:22:20,26.7
2025-03-02 11:27:20,26.8
2025-03-02 11:32:21,26.9
2025-03-02 11:37:21,27.1
2025-03-02 11:42:21,27.2
2025-03-02 11:47:21,27.2
2025-03-02 11:52:21,27.2
2025-03-02 11:57:22,27.2
2025-03-02 12:02:22,27.2
2025-03-02 12:07:22,27.2
2025-03-02 12:12:22,27.2
2025-03-02 12:17:23,27.3
2025-03-02 12:22:23,27.3
2025-03-02 12:27:23,27.3
2025-03-02 12:32:23,27.3
2025-03-02 12:37:24,27.3
2025-03-02 12:42:24,27.3
2025-03-02 12:47:24,27.3
2025-03-02 12:52:24,27.3
2025-03-02 12:57:24,27.3
2025-03-02 13:02:25,27.4
2025-03-02 13:07:25,27.4
2025-03-02 13:12:25,27.5
2025-03-02 13:17:25,27.6
2025-03-02 13:22:26,27.7
2025-03-02 13:27:26,27.7
2025-03-02 13:32:26,27.8
2025-03-02 13:37:26,27.8
2025-03-02 13:42:27,27.9
2025-03-02 13:47:27,28.0
2025-03-02 13:52:27,28.0
2025-03-02 13:57:27,28.0
