FechaHora,Temperatura
2025-02-16 02:56:46,28.2
2025-02-16 03:01:46,28.2
2025-02-16 03:06:47,28.2
2025-02-16 03:11:47,28.2
2025-02-16 03:16:47,28.3
2025-02-16 03:21:47,28.4
2025-02-16 03:26:48,28.5
2025-02-16 03:31:48,28.6
2025-02-16 03:36:48,28.6
2025-02-16 03:41:48,28.6
2025-02-16 03:46:48,28.6
2025-02-16 03:51:49,28.7
2025-02-16 03:56:49,28.7
2025-02-16 04:01:49,28.7
2025-02-16 04:06:49,28.7
2025-02-16 04:11:50,28.7
2025-02-16 04:16:50,28.7
2025-02-16 04:21:50,28.8
2025-02-16 04:26:50,28.8
2025-02-16 04:31:51,28.8
2025-02-16 04:36:51,28.8
2025-02-16 04:41:51,28.8
2025-02-16 04:46:51,28.8
2025-02-16 04:51:51,28.8
2025-02-16 04:56:52,28.8
2025-02-16 05:01:52,28.8
2025-02-16 05:06:52,28.7
2025-02-16 05:11:52,28.7
2025-02-16 05:16:53,28.7
2025-02-16 05:21:53,28.7
2025-02-16 05:26:53,28.7
2025-02-16 05:31:53,28.6
2025-02-16 05:36:53,28.6
2025-02-16 05:41:54,28.6
2025-02-16 05:46:54,28.6
2025-02-16 05:51:54,28.6
2025-02-16 05:56:54,28.6
2025-02-16 06:01:55,28.6
2025-02-16 06:06:55,28.6
2025-02-16 06:11:55,28.5
2025-02-16 06:16:55,28.5
2025-02-16 06:21:56,28.5
2025-02-16 06:26:56,28.5
2025-02-16 06:31:56,28.5
2025-02-16 06:36:56,28.5
2025-02-16 06:41:56,28.4
2025-02-16 06:46:57,28.4
2025-02-16 06:51:57,28.4
2025-02-16 06:56:57,28.3
2025-02-16 07:01:57,28.3
2025-02-16 07:06:58,28.2
2025-02-16 07:11:58,28.2
2025-02-16 07:16:58,28.3
2025-02-16 07:21:58,28.3
2025-02-16 07:26:58,28.3
2025-02-16 07:31:59,28.3
2025-02-16 07:36:59,28.3
2025-02-16 07:41:59,28.3
2025-02-16 07:46:59,28.3
2025-02-16 07:52:00,28.3
2025-02-16 07:57:00,28.2
2025-02-16 08:02:00,28.2
2025-02-16 08:07:00,28.2
2025-02-16 08:12:01,28.2
2025-02-16 08:17:01,28.2
2025-02-16 08:22:01,28.2
2025-02-16 08:27:01,28.2
2025-02-16 08:32:01,28.1
2025-02-16 08:37:02,28.1
2025-02-16 08:42:02,28.1
2025-02-16 08:47:02,28.0
2025-02-16 08:52:02,28.0
2025-02-16 08:57:03,28.0
2025-02-16 09:02:03,28.0
2025-02-16 09:07:03,28.0
2025-02-16 09:12:03,28.1
2025-02-16 09:17:03,28.1
2025-02-16 09:22:04,28.1
2025-02-16 09:27:04,28.1
2025-02-16 09:32:04,28.1
2025-02-16 09:37:04,28.2
2025-02-16 09:42:05,28.2
2025-02-16 09:47:05,28.2
2025-02-16 09:52:05,28.1
2025-02-16 09:57:05,28.1
2025-02-16 10:02:05,28.1
2025-02-16 10:07:06,28.1
2025-02-16 10:12:06,28.2
2025-02-16 10:17:06,28.1
2025-02-16 10:22:06,28.1
2025-02-16 10:27:07,28.0
2025-02-16 10:32:07,27.9
2025-02-16 10:37:07,27.8
2025-02-16 10:42:07,27.7
2025-02-16 10:47:07,27.7
2025-02-16 10:52:08,27.7
2025-02-16 10:57:08,27.7
2025-02-16 11:02:08,27.7
2025-02-16 11:07:08,27.7
2025-02-16 11:12:09,27.6
2025-02-16 11:17:09,27.6
2025-02-16 11:22:09,27.6
2025-02-16 11:27:09,27.6
2025-02-16 11:32:09,27.6
2025-02-16 11:37:10,27.5
2025-02-16 11:42:10,27.4
2025-02-16 11:47:10,27.2
2025-02-16 11:52:10,26.9
2025-02-16 11:57:11,26.7
2025-02-16 12:07:11,27.2
2025-02-16 12:12:11,27.2
2025-02-16 12:17:12,27.1
2025-02-16 12:22:12,27.1
2025-02-16 12:27:12,26.9
2025-02-16 12:32:12,26.8
2025-02-16 12:37:12,26.8
2025-02-16 12:42:13,26.8
2025-02-16 12:47:13,26.8
2025-02-16 12:52:13,26.8
2025-02-16 12:57:13,26.8
2025-02-16 13:02:14,27.0
2025-02-16 13:07:14,27.1
2025-02-16 13:12:14,27.2
2025-02-16 13:17:14,27.4
2025-02-16 13:22:14,27.4
2025-02-16 13:27:15,27.4
2025-02-16 13:32:15,27.3
2025-02-16 13:37:15,27.3
2025-02-16 13:42:15,27.2
2025-02-16 13:47:16,27.2
2025-02-16 13:52:16,27.3
2025-02-16 13:57:16,27.3
2025-02-16 14:02:16,27.6
2025-02-16 14:07:16,27.8
2025-02-16 14:12:17,28.1
2025-02-16 14:17:17,28.3
2025-02-16 14:22:17,28.2
2025-02-16 14:27:17,28.2
2025-02-16 14:32:18,27.9
2025-02-16 14:37:18,27.6
2025-02-16 14:42:18,27.2
2025-02-16 14:47:18,26.8
2025-02-16 14:52:18,26.7
2025-02-16 14:57:19,26.5
